filename,text
ita-0011acd6.flac,ieri
ita-001518d3.flac,il cuore
ita-0134c5e0.flac,un francobollo
ita-0159edcb.flac,un immobile
ita-01fb86e3.flac,un lupo
ita-024bc848.flac,la neve
ita-03d3f984.flac,una camicia
ita-04d0dac1.flac,la carne
ita-060b098c.flac,un porto
ita-065306df.flac,una casa
ita-067b8ac8.flac,caldo
ita-07eaa6ee.flac,un partito
ita-093f6ba0.flac,un dente
ita-09eba598.flac,il tè
ita-09f7d124.flac,una coperta
ita-0a4e8852.flac,una ragazza giovane
ita-0a71731b.flac,il pepe
ita-0b043e01.flac,una scuola
ita-0b1c93f7.flac,provare
ita-0c037d29.flac,un frigorifero
ita-0c10a9ca.flac,dimenticare
ita-0c3206e2.flac,una lettera
ita-0c3ad054.flac,un zaino
ita-0c50bf6e.flac,un maestro
ita-0ca733ae.flac,ricordarsi
ita-0d4d16a1.flac,bagnarsi
ita-0de82c2b.flac,un telefono
ita-0e167efd.flac,benvenuto !
ita-0e4ae8dc.flac,martedì
ita-0eaf4c82.flac,l'industria
ita-0f000411.flac,solo
ita-0f1dbfae.flac,un tappeto
ita-0f353442.flac,una porta
ita-0f41ca4d.flac,malato
ita-0f6e333b.flac,la verdura
ita-0ff2debc.flac,scrivere
ita-10895ed5.flac,a presto !
ita-10cee60c.flac,difficile
ita-1126dc44.flac,l'Aids
ita-114bc170.flac,oggi
ita-11b19c70.flac,pieno
ita-12922e9c.flac,l'uscita
ita-12940362.flac,il vino
ita-135651cb.flac,molto
ita-13a57e23.flac,bisogna ...
ita-13c7a452.flac,un infante
ita-13fb195e.flac,un ragazzino
ita-149be0a3.flac,il formaggio
ita-14b2404a.flac,un'albicocca
ita-150e8619.flac,la direzione
ita-16373f02.flac,prendere
ita-16be73e1.flac,dove si trova ... ?
ita-175d3c13.flac,il matrimonio
ita-1877458c.flac,un viaggio
ita-18792d15.flac,anziano
ita-19cc2a3a.flac,ancora
ita-1a00d6ad.flac,apportare
ita-1a1b812f.flac,uscire
ita-1a1bfd39.flac,una frontiera
ita-1a3ce88c.flac,un ristorante
ita-1a6ff367.flac,dove ?
ita-1aafaa73.flac,un canale
ita-1b17a4dd.flac,il latte
ita-1b3eea3f.flac,un istitutore
ita-1b7047d2.flac,la colazione
ita-1be56abb.flac,una stanza
ita-1cc93563.flac,buono
ita-1d1e42da.flac,la birra
ita-1d204423.flac,un foglio
ita-1d697efe.flac,ascoltare
ita-1d6ca19d.flac,un'isola
ita-1dd8970b.flac,un pompiere
ita-1dedab94.flac,un lavoratore
ita-1dfe4f9f.flac,una ciliegia
ita-1e5dbfae.flac,come stai ?
ita-1ecf3c2a.flac,il caffè
ita-1f02d301.flac,una finestra
ita-1f0e8aae.flac,il pranzo
ita-1f5709d9.flac,un lago
ita-1f7198eb.flac,l'arte
ita-1ff1ad80.flac,mi chiamo Marta
ita-20e12a6d.flac,cuocere
ita-216e2c47.flac,la borsa
ita-223de77e.flac,dritto
ita-224c6859.flac,l'educazione
ita-22c6f53c.flac,una farmacia
ita-233d7755.flac,una farfalla
ita-234030c2.flac,la foresta
ita-23d9a3e3.flac,il cielo
ita-23fdb17d.flac,aiutare
ita-248a1176.flac,l'oro
