filename,text
rus-eaec5f65.flac,стеклянный
rus-23e5c3f7.flac,лысый
rus-56bb8f8a.flac,кусачки
rus-9eb1a101.flac,чувство
rus-686c2d4f.flac,юрист
rus-ae360404.flac,слава
rus-aac190a5.flac,воробей
rus-014492ab.flac,ноты
rus-583e1ab7.flac,отдельный
rus-f003b44f.flac,усиливать
rus-8cbe0981.flac,наследник
rus-9b859533.flac,заменять
rus-7701fe97.flac,город
rus-1ab9e2b8.flac,картофелина
rus-85c47b55.flac,солнце садится
rus-e742aa37.flac,смерть
rus-a380cd20.flac,застывать
rus-df88a64e.flac,прохожий
rus-ca0c7156.flac,личный
rus-9cf0e006.flac,теннис
rus-cf2b35cd.flac,погнать
rus-5501627a.flac,масса
rus-d452252f.flac,дешевле
rus-a5d0e650.flac,тёмный
rus-c6e491a7.flac,утверждение
rus-23739ba0.flac,учиться
rus-658a76b7.flac,засекреченный
rus-4e83dc1f.flac,доклад
rus-2aac9cda.flac,пережить
rus-245513a5.flac,надёжный
rus-2cdce1d4.flac,скромный
rus-fabe478d.flac,подписать
rus-e82140a7.flac,слабеть
rus-b9c9785e.flac,вождь
rus-8ca8325d.flac,граница
rus-9293c08c.flac,посоветовать
rus-ccf3c362.flac,пытаться
rus-648a6492.flac,кличка
rus-79e1d2c7.flac,заранее
rus-989b4f16.flac,остальной
rus-ba963ee8.flac,смелый
rus-731d762f.flac,национальный
rus-4e8fd0b9.flac,где-то
rus-11d37041.flac,объявить
rus-ebe3a586.flac,тунец
rus-049506f0.flac,среда
rus-63c09af0.flac,сзади
rus-7918cfa2.flac,ложиться
rus-b9d5eed9.flac,признак
rus-16128872.flac,учёба
rus-63124315.flac,сойти
rus-2594a799.flac,считаться
rus-1a853709.flac,сложиться
rus-146b18ee.flac,столовая
rus-b8f07e78.flac,куриный
rus-39a1a233.flac,матрас
rus-c81025e1.flac,предать
rus-4f2dc347.flac,свинья
rus-87851af1.flac,специальный
rus-ed39059f.flac,успокаивать
rus-374d8271.flac,восстание
rus-61770d59.flac,восемьдесят
rus-4f701d27.flac,облако
rus-81e3bc8f.flac,безусловно
rus-0b006d48.flac,фантастический
rus-58f8d414.flac,унизительный
rus-cd436926.flac,бок
rus-9451eb2b.flac,испанец
rus-85fcdc26.flac,столица
rus-5fa0a3cd.flac,паутина
rus-90bd79ad.flac,большой палец
rus-436f4784.flac,голубка
rus-14209a8e.flac,этаж
rus-6766a4a6.flac,страстный
rus-bff63ff6.flac,пообщаться
rus-fa711546.flac,сохранять
rus-44b5422e.flac,уличный
rus-0712df37.flac,раб
rus-b0af2fa0.flac,житель
rus-14e7dd49.flac,потемнеть
rus-43076378.flac,клюв
rus-ccdb70bf.flac,подражание
rus-1b68568d.flac,конюшня
rus-a8127bff.flac,косвенный
rus-3a9b96ea.flac,наливать
rus-becbcb80.flac,паспорт
rus-a838484d.flac,наука
rus-ec44e385.flac,приглашение
rus-88c8edcd.flac,блюдце
rus-b42f7df4.flac,поползти
rus-7d3627ff.flac,уплатить
rus-395fc2b6.flac,придать
rus-3adb62d4.flac,нагревать
rus-9950a226.flac,способствовать
rus-7d6e191a.flac,раньше
rus-dacef6e7.flac,противный
rus-00889c16.flac,дно
rus-237241ca.flac,предпринять
rus-8c63f023.flac,действовать
rus-804ed93f.flac,набор
rus-0e64a40f.flac,рецепт
rus-b91da121.flac,отпадать
rus-1efe801c.flac,переводить
rus-a2d53d13.flac,лишний
rus-6e4e9562.flac,напротив
rus-af240549.flac,миллион
rus-2590f50a.flac,дальнейший
rus-cfcd1486.flac,употребить
rus-45de853c.flac,идеология
rus-977fa0d3.flac,наполнять
rus-69c185f7.flac,подъезд
rus-94d68143.flac,выполнение
rus-8ea7674d.flac,жильё
rus-5c4f78e7.flac,издавать
